sample_row_id,fixture_date,country,league_name,predicted_result,result,result_correct,result_confidence_score,strength_difference
332,2026-08-01,World,Friendlies Clubs,AWAY,AWAY,1,92.0,-23.0
333,2026-08-23,Hong-Kong,Premier League,AWAY,HOME,0,58.0,-27.0
334,2026-08-08,Australia,New South Wales NPL,AWAY,DRAW,0,100.0,-29.0
335,2026-09-06,Germany,Oberliga - Mittelrhein,AWAY,DRAW,0,67.0,-22.0
336,2026-08-16,Czech-Republic,3. liga - MSFL,AWAY,DRAW,0,43.0,-27.0
337,2026-07-12,Australia,Queensland NPL,AWAY,HOME,0,3.0,21.0
338,2026-07-17,World,Friendlies Clubs,AWAY,HOME,0,77.0,-22.0
339,2026-08-07,South Korea,K League 2,AWAY,HOME,0,98.0,-20.0
340,2026-09-06,Hong-Kong,Premier League,AWAY,AWAY,1,36.0,-25.0
341,2026-08-16,Hungary,NB III - Northwest,AWAY,AWAY,1,78.0,-21.0
342,2026-08-23,Portugal,Campeonato de Portugal Prio - Group D,AWAY,HOME,0,58.0,-28.0
343,2026-08-08,Croatia,HNL,AWAY,AWAY,1,47.0,-22.0
344,2026-08-15,Germany,Regionalliga - SudWest,AWAY,DRAW,0,73.0,-22.0
345,2026-08-03,Honduras,Liga Nacional,AWAY,AWAY,1,78.0,-27.0
346,2026-09-05,Spain,Segunda División,AWAY,DRAW,0,37.0,-20.0
347,2026-07-09,Europe,Europa League,AWAY,AWAY,1,73.0,-27.0
348,2026-08-22,Finland,Kakkonen - Lohko B,AWAY,AWAY,1,100.0,-24.0
349,2026-07-28,World,Friendlies Clubs,AWAY,HOME,0,72.0,-21.0
350,2026-08-16,Switzerland,Schweizer Cup,AWAY,HOME,0,93.0,-20.0
351,2026-08-22,USA,USL Championship,AWAY,DRAW,0,78.0,-23.0
352,2026-08-07,Austria,Regionalliga - Ost,AWAY,HOME,0,93.0,-28.0
353,2026-08-16,Germany,Oberliga - Niedersachsen,AWAY,HOME,0,50.0,-29.0
354,2026-08-18,Mexico,Liga MX Femenil,AWAY,AWAY,1,93.0,-28.0
355,2026-08-02,Germany,DFB Junioren Pokal,AWAY,AWAY,1,77.0,-54.0
356,2026-08-04,Denmark,DBU Pokalen,AWAY,AWAY,1,58.0,-32.0
357,2026-08-01,Russia,Second League - Group 3,AWAY,AWAY,1,87.0,-46.0
358,2026-09-05,England,FA Cup,AWAY,AWAY,1,87.0,-36.0
359,2026-08-22,Australia,Western Australia NPL,AWAY,AWAY,1,72.0,-32.0
360,2026-08-23,Kosovo,Superliga,AWAY,AWAY,1,78.0,-30.0
361,2026-08-01,Scotland,Football League - Lowland League,AWAY,AWAY,1,58.0,-40.0
362,2026-06-30,Tanzania,Ligi kuu Bara,AWAY,DRAW,0,,-41.0
363,2026-08-07,Armenia,Premier League,AWAY,AWAY,1,73.0,-38.0
364,2026-06-28,Finland,Ykkönen,AWAY,AWAY,1,,-50.0
365,2026-07-26,Australia,Npl Nsw U20,AWAY,AWAY,1,77.0,-32.0
366,2026-07-26,El-Salvador,Primera Division,AWAY,DRAW,0,78.0,-34.0
367,2026-06-27,USA,USL League Two,AWAY,AWAY,1,,-44.0
368,2026-09-05,Czech-Republic,4. liga - Divizie D,AWAY,AWAY,1,87.0,-34.0
369,2026-07-25,China,League One,AWAY,HOME,0,77.0,-40.0
370,2026-08-14,Switzerland,Schweizer Cup,AWAY,AWAY,1,78.0,-54.0
371,2026-07-25,Asia,ASEAN Championship,AWAY,AWAY,1,93.0,-48.0
372,2026-08-15,Australia,Queensland Premier League,AWAY,HOME,0,57.0,-35.0
373,2026-07-14,Europe,Champions League,AWAY,AWAY,1,77.0,-40.0
374,2026-08-22,Finland,Kakkonen - Lohko C,AWAY,HOME,0,32.0,-36.0
375,2026-07-26,Brazil,Brasiliense U20,AWAY,AWAY,1,100.0,-37.0
376,2026-08-16,Switzerland,Schweizer Cup,AWAY,AWAY,1,70.0,-34.0
377,2026-07-22,Estonia,Cup,AWAY,AWAY,1,77.0,-39.0
378,2026-08-07,Argentina,Reserve League,AWAY,DRAW,0,77.0,-38.0
379,2026-08-02,Germany,2. Frauen Bundesliga,AWAY,AWAY,1,78.0,-41.0
380,2026-07-31,Brazil,Paulista - U20,AWAY,AWAY,1,42.0,-35.0
381,2026-08-12,Germany,Oberliga - Bremen,AWAY,HOME,0,78.0,-46.0
382,2026-08-01,Asia,ASEAN Championship,AWAY,AWAY,1,100.0,-43.0
383,2026-08-02,Germany,DFB Junioren Pokal,AWAY,AWAY,1,92.0,-55.0
384,2026-09-05,England,FA Cup,AWAY,AWAY,1,87.0,-38.0
385,2026-08-21,Ireland,First Division,AWAY,AWAY,1,27.0,-33.0
386,2026-08-08,Australia,Tasmania Northern Championship,AWAY,AWAY,1,100.0,-38.0
387,2026-08-02,Czech-Republic,3. liga - MSFL,AWAY,AWAY,1,73.0,-38.0
388,2026-08-22,Turkey,U19 League,AWAY,AWAY,1,78.0,-39.0
389,2026-08-06,Kazakhstan,1. Division,AWAY,HOME,0,72.0,-35.0
390,2026-08-18,England,EFL Trophy,AWAY,AWAY,1,48.0,-36.0
391,2026-08-25,Portugal,Liga Revelação U23,AWAY,AWAY,1,78.0,-49.0
392,2026-09-06,Mexico,Liga Premier Serie A,AWAY,AWAY,1,48.0,-46.0
393,2026-06-27,World,FIFA World Cup 2026,AWAY,AWAY,1,,
394,2026-06-27,World,FIFA World Cup 2026,AWAY,DRAW,0,,
395,2026-08-14,Argentina,Primera Nacional,DRAW,DRAW,1,35.0,0.0
396,2026-09-06,Brazil,Piauiense - 2,DRAW,HOME,0,5.0,0.0
397,2026-08-01,Latvia,Virsliga,DRAW,HOME,0,30.0,2.0
398,2026-08-16,Honduras,Liga Nacional,DRAW,DRAW,1,46.0,0.0
399,2026-07-25,Sweden,Elitettan,DRAW,DRAW,1,23.0,8.0
400,2026-08-12,Russia,Cup,DRAW,DRAW,1,53.0,6.0
401,2026-09-06,Italy,Serie C - Girone B,DRAW,HOME,0,25.0,2.0
402,2026-08-03,Uruguay,Primera División - Apertura,DRAW,HOME,0,20.0,3.0
403,2026-08-12,Argentina,Torneo Federal A,DRAW,HOME,0,20.0,1.0
404,2026-08-22,Scotland,Football League - Lowland League,DRAW,HOME,0,48.0,-8.0
405,2026-08-25,Uzbekistan,Super League,DRAW,HOME,0,34.0,6.0
406,2026-08-15,Argentina,Liga Profesional Argentina,DRAW,HOME,0,20.0,0.0
407,2026-08-23,Lesotho,Premier League,DRAW,AWAY,0,50.0,-7.0
408,2026-08-01,China,League Two,DRAW,DRAW,1,20.0,-5.0
409,2026-08-23,Argentina,Torneo Federal A,DRAW,DRAW,1,45.0,-2.0
410,2026-07-25,Malawi,Super League,DRAW,HOME,0,59.0,-8.0
411,2026-08-23,Brazil,Serie C,DRAW,HOME,0,30.0,1.0
412,2026-08-02,Peru,Primera División,DRAW,HOME,0,34.0,4.0
413,2026-07-11,Finland,Ykkönen,DRAW,AWAY,0,45.0,-5.0
414,2026-08-08,Wales,FAW Championship,DRAW,AWAY,0,30.0,-2.0
415,2026-08-06,Colombia,Primera B,DRAW,DRAW,1,24.0,13.0
416,2026-07-10,Argentina,Primera B Metropolitana,DRAW,DRAW,1,9.0,-18.0
417,2026-07-26,China,League Two,DRAW,HOME,0,9.0,14.0
418,2026-08-08,Germany,Oberliga - Schleswig-Holstein,DRAW,HOME,0,10.0,16.0
419,2026-08-21,Brazil,Paulista - U20,DRAW,AWAY,0,59.0,-11.0
420,2026-08-22,Argentina,Primera B Metropolitana,DRAW,AWAY,0,34.0,12.0
421,2026-08-15,Germany,Oberliga - Niedersachsen,DRAW,HOME,0,25.0,-16.0
422,2026-08-17,Argentina,Primera C,DRAW,DRAW,1,49.0,13.0
423,2026-07-16,Kazakhstan,1. Division,DRAW,AWAY,0,39.0,-19.0
424,2026-08-23,Argentina,Torneo Federal A,DRAW,HOME,0,19.0,19.0
425,2026-07-25,South-Korea,K3 League,DRAW,DRAW,1,24.0,-18.0
426,2026-07-12,Ecuador,Liga Pro,DRAW,AWAY,0,19.0,-19.0
427,2026-08-01,Brazil,Mineiro U20,DRAW,HOME,0,9.0,10.0
428,2026-08-01,Mexico,Liga MX,DRAW,DRAW,1,9.0,-14.0
429,2026-08-21,Kazakhstan,1. Division,DRAW,DRAW,1,49.0,-16.0
430,2026-06-28,Argentina,Primera B Metropolitana,DRAW,DRAW,1,,11.0
431,2026-08-08,Scotland,Football League - Lowland League,DRAW,AWAY,0,38.0,-14.0
432,2026-08-22,Ukraine,Cup,DRAW,AWAY,0,25.0,-19.0
433,2026-08-08,Russia,Second League - Group 3,DRAW,HOME,0,19.0,15.0
434,2026-07-31,Peru,Segunda División,DRAW,DRAW,1,9.0,-11.0
435,2026-07-26,Argentina,Torneo Federal A,DRAW,HOME,0,39.0,-22.0
436,2026-08-21,Peru,Segunda División,DRAW,HOME,0,9.0,24.0
437,2026-08-22,Turkey,U19 League,DRAW,DRAW,1,10.0,-25.0
438,2026-08-12,India,Calcutta Premier Division,DRAW,HOME,0,49.0,29.0
439,2026-08-09,Israel,Toto Cup Ligat Al,DRAW,HOME,0,25.0,21.0
440,2026-08-08,Ukraine,Druha Liga,DRAW,AWAY,0,50.0,-20.0
441,2026-07-15,World,International Friendlies,DRAW,HOME,0,9.0,-23.0
442,2026-07-29,World,Friendlies Clubs,DRAW,HOME,0,49.0,20.0
443,2026-08-17,Costa-Rica,Liga de Ascenso,DRAW,AWAY,0,39.0,-23.0
444,2026-07-11,Russia,First League,DRAW,HOME,0,25.0,20.0
445,2026-06-27,Brazil,Brasileirão Serie C,DRAW,HOME,0,,-20.0
446,2026-08-08,Sweden,Elitettan,DRAW,AWAY,0,33.0,-22.0
447,2026-08-02,Argentina,Torneo Federal A,DRAW,DRAW,1,49.0,26.0
448,2026-07-26,Latvia,Virsliga,DRAW,AWAY,0,9.0,20.0
449,2026-07-25,Sweden,Elitettan,DRAW,DRAW,1,23.0,-26.0
450,2026-08-02,South Korea,K-League 1,DRAW,HOME,0,34.0,22.0
451,2026-08-09,Venezuela,Primera División,DRAW,AWAY,0,25.0,-21.0
452,2026-09-06,Spain,Tercera División RFEF - Group 16,DRAW,DRAW,1,9.0,-22.0
453,2026-08-23,Lesotho,Premier League,DRAW,AWAY,0,35.0,-27.0
454,2026-08-24,Argentina,Torneo Promocional Amateur,DRAW,HOME,0,49.0,22.0
455,2026-08-15,Portugal,Júniores U19,DRAW,HOME,0,50.0,33.0
456,2026-07-26,Argentina,Primera Nacional,DRAW,DRAW,1,49.0,-30.0
457,2026-08-14,Iran,Persian Gulf Pro League,DRAW,AWAY,0,9.0,36.0
458,2026-08-15,Czech-Republic,1. Liga Women,DRAW,HOME,0,10.0,31.0
459,2026-07-25,China,League One,DRAW,DRAW,1,49.0,-31.0
460,2026-07-08,USA,USL League Two,DRAW,AWAY,0,55.0,-30.0
461,2026-08-12,Paraguay,Copa Paraguay,DRAW,DRAW,1,25.0,-35.0
462,2026-06-28,Chile,Copa Chile,DRAW,AWAY,0,,-42.0
463,2026-08-08,India,Calcutta Premier Division,DRAW,DRAW,1,49.0,-31.0
464,2026-08-08,Russia,Second League - Group 1,DRAW,DRAW,1,49.0,33.0
465,2026-08-11,England,Non League Premier - Northern,DRAW,HOME,0,10.0,-33.0
466,2026-06-27,World,FIFA World Cup 2026,DRAW,AWAY,0,,
467,2026-08-23,Argentina,Torneo Federal A,HOME,HOME,1,64.0,6.0
468,2026-08-15,Denmark,1. Division,HOME,AWAY,0,60.0,3.0
469,2026-09-05,Spain,Tercera División RFEF - Group 4,HOME,DRAW,0,19.0,0.0
470,2026-09-05,Indonesia,Liga 1,HOME,AWAY,0,15.0,4.0
471,2026-08-23,Switzerland,1. Liga Classic - Group 3,HOME,HOME,1,81.0,5.0
472,2026-07-04,USA,USL League Two,HOME,HOME,1,69.0,6.0
473,2026-07-12,Russia,First League,HOME,HOME,1,61.0,-3.0
474,2026-08-22,Scotland,Football League - Lowland League,HOME,DRAW,0,55.0,-7.0
475,2026-08-05,Hungary,NB III - Northwest,HOME,AWAY,0,35.0,-8.0
476,2026-07-24,Brazil,Paulista - U20,HOME,HOME,1,75.0,0.0
477,2026-08-17,Norway,3. Division - Girone 4,HOME,AWAY,0,64.0,8.0
478,2026-08-22,Tunisia,Ligue 1,HOME,DRAW,0,77.0,6.0
479,2026-08-11,England,National League Cup,HOME,AWAY,0,17.0,9.0
480,2026-08-08,Poland,III Liga - Group 3,HOME,HOME,1,66.0,2.0
481,2026-07-02,World,FIFA World Cup 2026,HOME,HOME,1,20.0,0.0
482,2026-09-06,Ghana,Premier League,HOME,DRAW,0,45.0,3.0
483,2026-08-09,Germany,2. Frauen Bundesliga,HOME,AWAY,0,20.0,8.0
484,2026-08-09,Ecuador,Liga Pro,HOME,AWAY,0,66.0,-1.0
485,2026-08-16,Brazil,Serie B,HOME,DRAW,0,20.0,-1.0
486,2026-08-09,Argentina,Liga Profesional,HOME,HOME,1,64.0,7.0
487,2026-06-30,USA,USL League Two,HOME,AWAY,0,,8.0
488,2026-08-21,Czech-Republic,FNL,HOME,DRAW,0,70.0,8.0
489,2026-09-06,Malta,Premier League,HOME,AWAY,0,30.0,3.0
490,2026-07-29,Kuwait,Division 1,HOME,DRAW,0,28.0,5.0
491,2026-07-25,Brazil,Brasileirão Serie C,HOME,DRAW,0,26.0,6.0
492,2026-08-22,Australia,New South Wales NPL 2,HOME,HOME,1,35.0,-2.0
493,2026-08-21,Egypt,Premier League,HOME,HOME,1,35.0,9.0
494,2026-07-05,Zimbabwe,Premier Soccer League,HOME,HOME,1,57.0,-5.0
495,2026-07-24,Sweden,Allsvenskan,HOME,HOME,1,90.0,8.0
496,2026-09-06,Malta,Premier League,HOME,HOME,1,13.0,-3.0
497,2026-09-06,Netherlands,Eredivisie Women,HOME,HOME,1,29.0,-6.0
498,2026-09-06,USA,USL League One,HOME,AWAY,0,39.0,7.0
499,2026-07-18,World,Friendlies Clubs,HOME,DRAW,0,24.0,-6.0
500,2026-08-23,South-Korea,K4 League,HOME,HOME,1,20.0,4.0
501,2026-08-19,Estonia,Esiliiga B,HOME,HOME,1,90.0,8.0
502,2026-08-10,Colombia,Primera A,HOME,HOME,1,18.0,-3.0
503,2026-08-08,Mexico,Liga de Expansión MX,HOME,AWAY,0,70.0,6.0
504,2026-09-05,England,National League - South,HOME,HOME,1,40.0,9.0
505,2026-07-24,Austria,Cup,HOME,DRAW,0,31.0,-3.0
506,2026-09-05,Slovakia,Super Liga,HOME,HOME,1,21.0,3.0
507,2026-08-22,Japan,J2 League,HOME,AWAY,0,31.0,-1.0
508,2026-08-05,Hungary,NB III - Southwest,HOME,HOME,1,66.0,-1.0
509,2026-09-13,Costa-Rica,Liga de Ascenso,HOME,DRAW,0,60.0,-2.0
510,2026-08-06,Colombia,Primera B,HOME,AWAY,0,56.0,6.0
511,2026-09-12,USA,USL League One,HOME,DRAW,0,30.0,8.0
512,2026-08-07,Czech-Republic,FNL,HOME,DRAW,0,74.0,-1.0
513,2026-08-25,England,Professional Development League,HOME,AWAY,0,61.0,0.0
514,2026-08-23,Angola,Girabola,HOME,AWAY,0,65.0,8.0
515,2026-08-16,Germany,DFB Pokal - Women,HOME,HOME,1,17.0,8.0
516,2026-07-23,Brazil,Brasileirão Serie B,HOME,HOME,1,26.0,9.0
517,2026-08-08,England,EFL Cup,HOME,DRAW,0,84.0,7.0
518,2026-07-17,World,Friendlies Clubs,HOME,HOME,1,35.0,-4.0
519,2026-08-22,England,League One,HOME,DRAW,0,20.0,-2.0
520,2026-08-05,World,CONCACAF Central American Cup,HOME,AWAY,0,74.0,-2.0
521,2026-08-22,Portugal,Primeira Liga,HOME,DRAW,0,24.0,-7.0
522,2026-08-25,World,UEFA Champions League,HOME,HOME,1,66.0,-1.0
523,2026-07-24,South America,Copa Sudamericana,HOME,HOME,1,26.0,8.0
524,2026-09-05,World,CAF Confederation Cup,HOME,AWAY,0,19.0,0.0
525,2026-09-06,Argentina,Liga Profesional Argentina,HOME,HOME,1,6.0,2.0
526,2026-08-25,Colombia,Primera B,HOME,AWAY,0,60.0,-2.0
527,2026-08-25,Argentina,Primera B Metropolitana,HOME,HOME,1,47.0,1.0
528,2026-07-16,Ecuador,Liga Pro Serie B,HOME,HOME,1,65.0,4.0
529,2026-08-12,Russia,Cup,HOME,DRAW,0,74.0,3.0
530,2026-09-06,Spain,Segunda División RFEF - Group 3,HOME,HOME,1,9.0,5.0
531,2026-08-23,USA,USL League One,HOME,DRAW,0,20.0,-5.0
532,2026-08-16,Canada,Northern Super League,HOME,HOME,1,86.0,1.0
533,2026-09-07,El-Salvador,Primera Division,HOME,HOME,1,34.0,1.0
534,2026-09-06,Spain,Tercera División RFEF - Group 9,HOME,HOME,1,32.0,4.0
535,2026-09-11,Mexico,Liga Premier Serie A,HOME,HOME,1,34.0,-2.0
536,2026-08-15,Iceland,2. Deild,HOME,HOME,1,24.0,8.0
537,2026-08-16,Romania,Liga I,HOME,HOME,1,34.0,-8.0
538,2026-09-09,Uruguay,Copa Uruguay,HOME,DRAW,0,22.0,5.0
539,2026-09-13,Mexico,Primera Premier,HOME,HOME,1,31.0,4.0
540,2026-08-08,England,EFL Cup,HOME,HOME,1,12.0,4.0
541,2026-08-21,Egypt,Second League,HOME,AWAY,0,61.0,-2.0
542,2026-08-23,Argentina,Primera Nacional,HOME,DRAW,0,41.0,7.0
543,2026-06-26,China,Chinese Super League,HOME,HOME,1,,2.0
544,2026-07-26,USA,USL Championship,HOME,AWAY,0,12.0,-5.0
545,2026-08-02,Argentina,Torneo Federal A,HOME,HOME,1,0.0,-1.0
546,2026-08-15,Czech-Republic,4. liga - Divizie D,HOME,AWAY,0,81.0,0.0
547,2026-08-08,Poland,III Liga - Group 1,HOME,HOME,1,19.0,-4.0
548,2026-08-22,Lithuania,1 Lyga,HOME,DRAW,0,49.0,-7.0
549,2026-09-06,Germany,Oberliga - Mittelrhein,HOME,AWAY,0,55.0,-1.0
550,2026-08-06,Europe,Europa League,HOME,DRAW,0,70.0,-3.0
551,2026-08-16,Norway,2. Division - Group 2,HOME,HOME,1,79.0,-1.0
552,2026-08-16,Germany,2. Bundesliga,HOME,AWAY,0,60.0,2.0
553,2026-08-09,Uruguay,Primera División,HOME,AWAY,0,64.0,6.0
554,2026-08-20,World,CONMEBOL Sudamericana,HOME,HOME,1,60.0,-3.0
555,2026-08-01,Brazil,Copa Paulista,HOME,AWAY,0,34.0,0.0
556,2026-08-01,Scotland,Scottish Championship,HOME,HOME,1,36.0,-2.0
557,2026-08-16,World,ASEAN Championship,HOME,AWAY,0,44.0,-1.0
558,2026-09-05,Macedonia,Second League,HOME,HOME,1,55.0,9.0
559,2026-09-05,Brazil,Carioca - 2,HOME,HOME,1,5.0,7.0
560,2026-08-09,Mexico,Liga de Expansión MX,HOME,HOME,1,66.0,5.0
561,2026-08-15,Finland,Ykkönen,HOME,AWAY,0,80.0,5.0
562,2026-07-11,South Korea,K League 2,HOME,AWAY,0,83.0,6.0
563,2026-07-26,Brazil,Serie D,HOME,HOME,1,64.0,7.0
564,2026-07-03,Norway,1. divisjon,HOME,AWAY,0,86.0,-3.0
565,2026-09-06,Poland,Central Youth League,HOME,HOME,1,26.0,-1.0
566,2026-07-28,World,Africa Cup of Nations - Women,HOME,HOME,1,53.0,6.0
567,2026-07-31,Norway,Eliteserien,HOME,AWAY,0,45.0,-6.0
568,2026-08-16,Czech-Republic,4. liga - Divizie D,HOME,HOME,1,61.0,4.0
569,2026-09-12,Costa-Rica,Primera División,HOME,AWAY,0,2.0,4.0
570,2026-08-02,Russia,Second League - Group 4,HOME,AWAY,0,79.0,6.0
571,2026-08-11,England,Non League Premier - Isthmian,HOME,HOME,1,61.0,4.0
572,2026-08-02,USA,MLS,HOME,HOME,1,86.0,4.0
573,2026-09-13,USA,USL League One,HOME,AWAY,0,64.0,7.0
574,2026-06-25,USA,USL League Two,HOME,DRAW,0,,3.0
575,2026-07-19,South Korea,K League 2,HOME,DRAW,0,49.0,6.0
576,2026-08-06,Europe,Europa League,HOME,DRAW,0,49.0,7.0
577,2026-09-05,Italy,Campionato Primavera - 1,HOME,DRAW,0,15.0,-5.0
578,2026-07-25,Scotland,Scottish League Cup,HOME,HOME,1,1.0,8.0
579,2026-07-26,Kazakhstan,Premier League,HOME,HOME,1,7.0,2.0
580,2026-09-05,Lesotho,Premier League,HOME,AWAY,0,19.0,-9.0
581,2026-08-15,Italy,Coppa Italia,HOME,HOME,1,78.0,6.0
582,2026-08-09,World,Friendlies Clubs,HOME,DRAW,0,49.0,8.0
583,2026-09-05,Sweden,Superettan,HOME,AWAY,0,54.0,5.0
584,2026-09-05,Austria,Cup,HOME,AWAY,0,59.0,-6.0
585,2026-09-05,Sweden,Allsvenskan,HOME,DRAW,0,18.0,6.0
586,2026-09-05,Brazil,Goiano - 2,HOME,DRAW,0,56.0,-7.0
587,2026-08-16,Kosovo,Superliga,HOME,HOME,1,62.0,6.0
588,2026-08-15,Georgia,Erovnuli Liga 2,HOME,DRAW,0,26.0,7.0
589,2026-09-05,Czech-Republic,4. liga - Divizie C,HOME,HOME,1,59.0,8.0
590,2026-08-01,Russia,Premier League,HOME,HOME,1,61.0,4.0
591,2026-09-10,Brazil,Copa do Brasil U20,HOME,DRAW,0,0.0,5.0
592,2026-08-10,Norway,3. Division - Girone 6,HOME,HOME,1,69.0,6.0
593,2026-07-26,Russia,Second League A - Division A Gold,HOME,AWAY,0,18.0,1.0
594,2026-08-20,World,UEFA Europa Conference League,HOME,DRAW,0,20.0,1.0
595,2026-08-23,Turkey,U19 League,HOME,AWAY,0,21.0,-4.0
596,2026-09-05,Japan,J3 League,HOME,HOME,1,51.0,-1.0
597,2026-08-05,Peru,Liga Women,HOME,DRAW,0,43.0,1.0
598,2026-08-07,World,CONCACAF Central American Cup,HOME,AWAY,0,26.0,1.0
599,2026-08-08,Slovakia,3. liga - East,HOME,HOME,1,21.0,4.0
600,2026-08-01,Paraguay,Division Intermedia,HOME,DRAW,0,84.0,9.0
601,2026-07-21,World,Friendlies Clubs,HOME,DRAW,0,64.0,7.0
602,2026-08-11,Sweden,Svenska Cupen - Women,HOME,AWAY,0,4.0,-8.0
603,2026-08-14,Finland,Ykkösliiga,HOME,AWAY,0,26.0,8.0
604,2026-09-05,Iceland,2. Deild,HOME,AWAY,0,30.0,3.0
605,2026-09-06,Australia,Victoria NPL,HOME,HOME,1,33.0,8.0
606,2026-07-29,China,League Two,HOME,AWAY,0,0.0,4.0
607,2026-08-15,Japan,J2 League,HOME,DRAW,0,17.0,9.0
608,2026-08-25,Ecuador,Liga Pro,HOME,HOME,1,32.0,-8.0
609,2026-09-05,Germany,Regionalliga - West,HOME,AWAY,0,55.0,0.0
610,2026-08-15,Australia,Tasmania Southern Championship,HOME,HOME,1,84.0,9.0
611,2026-08-10,Ukraine,Premier League,HOME,HOME,1,35.0,5.0
612,2026-09-06,Vietnam,V.League 1,HOME,HOME,1,24.0,1.0
613,2026-09-06,Spain,Tercera División RFEF - Group 14,HOME,AWAY,0,32.0,6.0
614,2026-08-02,USA,USL League Two,HOME,AWAY,0,66.0,4.0
615,2026-08-23,Bolivia,Primera División,HOME,AWAY,0,36.0,-5.0
616,2026-07-25,World,Friendlies Clubs,HOME,DRAW,0,24.0,-8.0
617,2026-09-05,Spain,Primera División RFEF - Group 2,HOME,HOME,1,21.0,8.0
618,2026-07-24,USA,USL League Two,HOME,AWAY,0,66.0,5.0
619,2026-08-08,Asia,ASEAN Championship,HOME,HOME,1,44.0,0.0
620,2026-07-11,USA,USL League Two,HOME,DRAW,0,22.0,7.0
621,2026-09-05,Switzerland,Super League,HOME,DRAW,0,28.0,5.0
622,2026-07-23,USA,MLS,HOME,DRAW,0,35.0,5.0
623,2026-09-05,Switzerland,1. Liga Promotion,HOME,AWAY,0,19.0,9.0
624,2026-07-24,USA,USL League Two,HOME,HOME,1,66.0,4.0
625,2026-08-23,Russia,Premier League,HOME,HOME,1,60.0,-2.0
626,2026-08-15,Norway,Toppserien,HOME,AWAY,0,60.0,-2.0
627,2026-09-05,Cyprus,1. Division,HOME,HOME,1,59.0,8.0
628,2026-08-13,World,CONCACAF Central American Cup,HOME,HOME,1,53.0,8.0
629,2026-08-09,Australia,Tasmania Southern Championship,HOME,DRAW,0,45.0,1.0
630,2026-09-06,Belarus,Premier League,HOME,DRAW,0,30.0,-7.0
631,2026-09-05,Indonesia,Liga 1,HOME,DRAW,0,45.0,7.0
632,2026-09-06,Germany,Regionalliga - Nord,HOME,DRAW,0,59.0,6.0
633,2026-08-15,Australia,South Australia NPL,HOME,HOME,1,39.0,9.0
634,2026-08-18,Mexico,Liga MX,HOME,AWAY,0,24.0,8.0
635,2026-09-05,England,National League - North,HOME,AWAY,0,21.0,1.0
636,2026-06-28,Sweden,Superettan,HOME,HOME,1,,4.0
637,2026-07-25,World,Friendlies Clubs,HOME,HOME,1,24.0,-8.0
638,2026-08-19,Japan,Emperor Cup,HOME,HOME,1,35.0,8.0
639,2026-08-06,Australia,South Australia State League 1,HOME,AWAY,0,45.0,5.0
640,2026-08-08,Uruguay,Primera División,HOME,HOME,1,84.0,8.0
641,2026-08-15,Sweden,Elitettan,HOME,HOME,1,83.0,6.0
642,2026-09-06,Norway,3. Division - Girone 4,HOME,HOME,1,14.0,2.0
643,2026-08-18,Argentina,Reserve League,HOME,AWAY,0,60.0,-3.0
644,2026-08-06,World,Friendlies Clubs,HOME,HOME,1,65.0,-2.0
645,2026-08-22,Burundi,Ligue A,HOME,DRAW,0,10.0,6.0
646,2026-06-24,Sweden,Division 2 - Västra Götaland,HOME,HOME,1,,8.0
647,2026-08-14,Poland,III Liga - Group 2,HOME,AWAY,0,25.0,6.0
648,2026-09-05,England,FA Cup,HOME,DRAW,0,55.0,-5.0
649,2026-08-02,Argentina,Primera Nacional,HOME,HOME,1,65.0,4.0
650,2026-08-07,Wales,Premier League,HOME,DRAW,0,40.0,9.0
651,2026-08-08,Germany,Oberliga - Bayern Süd,HOME,HOME,1,30.0,4.0
652,2026-08-03,Estonia,Esiliiga A,HOME,AWAY,0,34.0,7.0
653,2026-08-26,Argentina,Reserve League,HOME,DRAW,0,58.0,9.0
654,2026-08-23,Sweden,Division 2 - Norra Svealand,HOME,AWAY,0,37.0,-1.0
655,2026-07-29,Argentina,Liga Profesional,HOME,HOME,1,52.0,-3.0
656,2026-07-19,USA,MLS Next Pro,HOME,HOME,1,39.0,9.0
657,2026-07-30,USA,NWSL Women,HOME,AWAY,0,26.0,-4.0
658,2026-07-26,China,Chinese Super League,HOME,HOME,1,64.0,7.0
659,2026-09-06,Spain,Tercera División RFEF - Group 14,HOME,AWAY,0,24.0,-2.0
660,2026-07-02,Morocco,Botola Pro,HOME,DRAW,0,63.0,-2.0
661,2026-07-31,Lithuania,1 Lyga,HOME,AWAY,0,45.0,2.0
662,2026-08-13,World,UEFA Europa Conference League,HOME,HOME,1,26.0,4.0
663,2026-09-05,Australia,Queensland NPL,HOME,HOME,1,30.0,1.0
664,2026-07-31,Germany,Regionalliga - Nordost,HOME,AWAY,0,65.0,-7.0
665,2026-07-18,World,Friendlies Clubs,HOME,HOME,1,30.0,-2.0
666,2026-08-22,Finland,Kakkonen - Lohko A,HOME,HOME,1,36.0,-4.0
667,2026-06-21,Mongolia,Premier League,HOME,AWAY,0,,-9.0
668,2026-08-15,Poland,III Liga - Group 4,HOME,AWAY,0,31.0,2.0
669,2026-08-12,Romania,Cupa României,HOME,HOME,1,40.0,-6.0
670,2026-08-23,Poland,III Liga - Group 1,HOME,HOME,1,98.0,6.0
671,2026-08-13,USA,USL League One Cup,HOME,DRAW,0,35.0,3.0
